Rainfall,Elevation,Impermeability,Population,Risk
43.87061198755418,9.149591460969104,99.70970313306216,91664,4
166.29965997768605,14.268236791444892,11.814076958266694,145938,5
17.643595064399452,8.155125330711336,65.78449573880526,169333,4
183.1895879966099,2.5314482815204276,58.18500380831612,140173,5
57.13257197363299,5.373377602703233,21.167597589528054,146913,2
82.10210940660045,17.326104002859264,84.81272954915822,114155,3
160.63691793490645,16.233315443825408,28.535550543973155,53345,5
28.02011410152676,6.479962602843791,29.555625831047973,151497,2
83.66950413619958,14.993125791982775,71.36017418496769,36276,3
180.2669636757662,5.941176965340665,70.8242523452148,158450,5
128.20223719087863,14.397283565301963,12.792966471313182,38015,4
48.60367609038161,0.8144029356888516,36.20219991399137,119080,3
143.6274123623886,1.343363614886035,91.76708121524044,57135,5
85.74319686907978,8.402702243185264,49.28379029142159,2842,3
117.29005879278654,19.06866971045257,36.776023954911565,143571,4
43.69344175890211,19.73308545598702,61.88626301973814,118179,2
95.10412486419548,7.484917324189803,6.0677883752949135,47522,3
1.5535836886192644,15.309039303515169,40.79090477069338,93754,2
119.98251520695324,18.369449006475648,55.604628919773994,90616,4
186.51354956065222,4.676087353895213,55.37838342267444,48992,5
189.51815133421428,0.43391763614920587,59.554541579856746,81190,5
96.41045335892574,4.457850968902779,19.21091008340927,130582,3
11.247948979163747,2.520740609226577,52.93347731921808,92716,4
111.24230231149035,11.297916388759127,68.5372871171405,118820,4
142.98618112896418,14.857593006055934,92.7655566807566,161356,4
168.69108623058844,10.524344981174263,25.875201899230703,97303,5
24.839422736217553,14.974055440467733,98.35862222124291,187407,3
49.59232066454569,15.246431912093534,61.98619117665983,71469,2
47.67112908578319,13.949270437734478,18.505810401779186,101734,2
29.920575610139434,2.8653230350892023,84.7532680934505,45140,5
172.05969191403588,2.829964681620285,83.0231386266996,163250,5
49.49037063351129,2.5139199260666723,87.56859928788305,69762,5
165.58855821224944,17.41072994513317,54.501137599682416,110854,5
60.53205335206921,8.753749761360933,98.32388938786113,82325,4
139.08702534162177,7.1247667668648695,37.35026409746972,36690,4
143.59909545782259,1.8355736384479315,86.41100910321092,28725,5
83.18067187916091,15.892821504546188,39.57893896259961,34643,3
102.90444046081153,3.136983573295029,74.04609533420992,178923,5
85.46050065556365,11.929911206854962,20.083938872246453,176108,3
126.97845845425992,17.135714688654318,61.60514778487056,16138,4
86.49076120910777,13.856842417559712,1.7307624400054622,82231,3
89.59574094825653,12.93241259676864,10.05690415529733,74206,3
98.27285602043567,5.293119348187716,5.553287307907784,152756,3
142.07885979301113,15.587224109849622,28.48344413118198,143631,4
199.90459848364935,16.46360028703486,47.552905113693136,151386,5
110.57069255957748,3.9831995637068185,65.25271487215937,905,5
47.20683944887165,19.340101569274655,17.14964618754817,115770,2
