Rainfall,Elevation,Impermeability,Population,Risk
16.17319364577389,16.065728425022723,3.839066173783847,9729,0
17.76148472284607,19.881200755408127,13.406324370528683,23644,0
3.2582430904102,18.54054553724796,0.24289162021635446,18980,0
5.017790583890509,19.08186323300523,11.348225031923336,7495,0
13.813121060191428,17.23027255102322,15.18618052174106,25560,0
1.1661817302975686,17.13469764095289,5.809533509981506,28410,0
16.94668151441206,19.27798410209517,3.973689899004602,42245,0
5.7735667443638095,15.087937771258257,15.247368553150782,12389,0
6.354736210096252,15.25887041039957,0.8770347005750101,6901,0
16.105842937987752,16.779540997775936,6.194202654191616,13285,0
15.952572843254666,19.028241082886137,5.046567267727033,32315,0
9.70793419640804,19.253822290618427,17.105716285777884,46501,0
0.3188758819789994,19.877545231387543,10.599990677165032,2099,0
5.640278379437866,16.313113449289347,0.6907713355429546,32864,0
12.16952373182183,19.976138371278314,6.082769538189837,12456,0
2.6846136225757355,15.396466842991158,0.25481694375621755,29243,0
17.55168286898014,18.65347056439331,11.67574207169922,4867,0
2.421258724350963,18.047595774714868,0.7395800609801695,49849,0
6.556551225164746,18.50290799615319,19.445906848551143,36828,0
0.07633426901929585,18.293317591616287,6.568979986694011,15500,0
6.345895376027166,18.541091153963258,17.93154027575325,8451,0
17.187343407679894,18.539014979864152,4.884214820869115,32850,0
17.388260610777465,16.86838717964156,2.5819323714542097,35218,0
12.694094270626927,16.9671677863827,12.822005069284891,29527,0
0.8736295371984193,16.338797123957875,14.983033357956852,48004,0
6.213277333021199,15.274977808377683,7.100479957619667,47607,0
18.385628671655393,19.51302587251947,0.8706722513213583,12061,0
2.139949179231899,19.006191449544264,12.064864915772965,21344,0
11.996069087289587,19.859487461579114,6.248824732959846,48955,0
15.295048426914162,15.966350209955536,9.211755788365032,38467,0
5.488683956401303,18.95324725955552,18.41587174251186,12304,0
13.021771375665043,15.844663333451646,13.023259138743219,30992,0
8.427835496335021,16.054000474114343,19.38393458300826,8833,0
3.8599723845204847,19.071889268576037,4.002701793716607,24796,0
14.036275498040805,16.30651462713785,9.37261450336414,48043,0
14.014537605366211,15.267472352958269,9.164213875624297,988,0
4.778256099212066,19.00017278892885,6.242616785387181,13523,0
6.376800119583446,18.940543790197985,7.427715549515161,39801,0
5.148547799961984,17.19491102031467,2.0370665493905893,4519,0
12.863008530944334,17.897285606654865,5.326224644043982,31670,0
12.571604013911404,18.57794014532415,10.02373437171067,43619,0
7.302575603925108,18.146055494724823,12.86222373157579,20952,0
1.6519869835021184,15.40477396313998,18.165426365567306,45270,0
11.868939386704076,17.848930873990604,18.084617245345974,21939,0
19.99697283492468,18.49541108165932,13.790618930776866,24548,0
10.341805638605909,17.493907554781167,4.975087324845857,33572,0
18.07846234015138,16.45911641116699,9.16026020924808,29985,0
5.668179610976887,15.299418854933357,17.450410345567207,8846,0
2.0336711293860232,15.872120842002534,8.971464785678382,28896,0
1.0693925056802178,15.762683768075522,14.476054823696003,47831,0
13.109627863321958,17.666963395548073,0.5482098277911973,45451,0
11.423223756103539,17.43105956458119,11.81622226142273,6360,0
4.8863356756852045,17.105375502935456,11.688938594403638,30853,0
6.43191958032209,18.082095108078434,2.96082372495603,18491,0
8.27661542318455,16.270731308071653,6.790719784499204,36099,0
19.655021407289016,16.447467333693094,18.59381726588015,20483,0
6.858830622566021,17.596548214681313,16.37307283605204,42197,0
7.859778700515106,15.687684902945024,14.218423965022575,34658,0
14.73539502384538,18.483321498568447,0.42742962621073133,21883,0
12.972552797989747,18.10464493070621,11.00577272366862,48747,0
13.554363907073277,19.779379765766166,4.72045930357865,36863,0
13.452716189850554,17.981042926584408,3.7012380577249293,33048,0
11.342982245101897,18.908701950053054,13.641679811474376,6301,0
